table.gene_name,table.logFC,table.logCPM,table.F,table.PValue,table.FDR,adjust.method,comparison,test
npp-13,2.1897480447843654,8.238802648017462,10.356746006280543,0.007150600777178392,0.032030195210971446,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
bath-42,1.973297046815202,9.256045702038948,10.35573709345216,0.007152707094133309,0.032030195210971446,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
clec-91,2.440347281028362,10.536196469130633,10.330510359142759,0.007205610301082038,0.03222289702449632,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
tag-353,2.208799426791783,8.366873013557731,10.300004217899417,0.007270198675931475,0.03238507813242224,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
fipp-1,1.5849307903876984,8.421416267037255,10.285310888205398,0.007301549709119286,0.032473990497847285,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
sto-1,3.4700233348909593,4.386559102640572,10.276506146209604,0.007320412221564056,0.032495045832734874,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ZK643.2,1.7558847759777318,7.615112620071846,10.26509012279359,0.007344954001014017,0.032556147096144274,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
pos-1,2.4640919144542117,11.599974614797635,10.258822428604413,0.007358469072827497,0.03259392440738855,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
cacn-1,2.040636630922623,7.698578386115482,10.247178722215134,0.007383653914994334,0.032625242511456,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F26G5.1,1.7126726175002032,8.054804191693911,10.246314411840403,0.007385527405717869,0.032625242511456,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
drh-1,2.0218069609666984,7.120918511108666,10.231370114428579,0.0074180091225726505,0.032746573063743636,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
attf-2,2.242037549238485,9.44432092922091,10.223474317386412,0.007435238371890229,0.032800453601399535,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
hlh-2,2.171982908185493,7.368316787526714,10.212405425478966,0.00745947058379473,0.032862944292574754,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
mel-26,2.8028297355362506,9.46857458467702,10.208615595098582,0.007467788608405461,0.032865790321594396,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F56D5.5,1.9914144827967677,5.1163326145647074,10.20621937348437,0.007473053511445532,0.032865790321594396,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F44E2.10,1.8089549393972508,7.666817195020551,10.191531282901163,0.007505420948000803,0.032865790321594396,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
lin-53,2.496682869403927,10.15686908454383,10.182532168882192,0.007525333031674753,0.03290884083309073,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
tag-335,1.5271360523506192,6.7483193922205205,10.129166368647594,0.007644694358290197,0.03336377638053255,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F55A12.5,1.815615166737744,8.66788215304876,10.125295279474013,0.007653438670548582,0.03337022814785413,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
rae-1,2.277161749232547,8.242708891282032,10.120664546952435,0.007663914328108217,0.03337022814785413,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
cfim-1,2.308398011456885,7.837923897510919,10.115350168424508,0.0076759572500911125,0.03337022814785413,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F54F2.9,1.7273778064384138,7.132196940339193,10.114961390950103,0.00767683912974068,0.03337022814785413,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
hrpf-2,1.6870124982097583,8.71089775068818,10.099152966305235,0.007712798817523726,0.033484749859206325,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F08F3.6,1.7810611363312672,9.3599197903264,10.098870935276615,0.007713442148605654,0.033484749859206325,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ubxn-6,1.7553802437897772,8.844124632410596,10.084829639193124,0.007745550922365183,0.03355720104321319,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
W02B8.2,1.6441825962995957,6.926575861948171,10.062239394156967,0.007797538315178566,0.03371531633099394,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
kle-2,1.9205277644556753,8.6830934264916,10.027181852158952,0.007879029170773825,0.03402052553745269,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
cfim-2,2.312798036972447,8.320854396348745,10.007766778978173,0.007924588713404596,0.03409356258149607,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
fzy-1,2.3863504357027048,9.52991345800427,10.006830976445874,0.007926792464192223,0.03409356258149607,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
sun-1,1.6496598777257956,8.629172890844455,10.00071131508124,0.007941221571381475,0.034133137353225575,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
marc-6,1.881024043050182,8.177300059068338,9.990924131903386,0.00796436211586951,0.03421007911481055,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y73F8A.24,1.5726322337239529,6.515256938405172,9.981890799415348,0.007985790458446489,0.034279569956079635,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
apa-2,1.9980086894072338,7.2474721386534116,9.97507925028572,0.008001993122925556,0.03430778075776653,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
dyci-1,1.859946894546753,7.930370402786999,9.974710312327145,0.008002871817135616,0.03430778075776653,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
gck-1,3.248577326709343,5.803649223157445,9.965484569019532,0.008024881463479688,0.03437956107287329,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
K03H1.7,1.9616604342775328,6.7174197813046685,9.938920865217801,0.008088651336519712,0.03456204487967094,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
cyp-44A1,1.6796613203956217,6.005428431578013,9.914227649982516,0.008148464287912764,0.034746894284245544,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
erm-1,2.6588629126483863,8.559947985748892,9.903125147382438,0.008175526146291757,0.03477634466710356,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
erp-44.1,2.2556975287481618,7.558043391206863,9.897008536623085,0.008190480129433119,0.03481487289392502,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ufd-3,1.9455965081640654,10.03630098324117,9.881722154675478,0.008227992957077322,0.03490615075812725,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ubql-1,2.6823849795675647,8.858253704126856,9.861012638746423,0.008279135998850091,0.035032066711919795,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
pole-2,2.5088641126152953,6.406704786090242,9.849511552783506,0.008307699384829004,0.03503328246569368,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
frh-1,1.6539116075327398,5.495864507107509,9.84908933446334,0.008308750177086745,0.03503328246569368,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
parp-2,2.0118395437955745,8.422372742052339,9.834818416471796,0.008344358633255167,0.035125930055785286,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
gcna-1,1.9193581133738655,8.340838445737893,9.824762087898637,0.00836955844430765,0.03517289515882524,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
mes-6,1.946524612168359,6.855893486254838,9.819970618695656,0.008381596607580349,0.03517289515882524,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
yars-1,1.5529942617960892,6.838481706554528,9.810671878335643,0.008405016897842022,0.035244929560700425,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
mcm-3,2.3303121558554327,10.549921029232893,9.793544929148041,0.008448354876327653,0.03538282643565083,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C50E3.12,1.993684019423109,7.573156880889542,9.77889695779649,0.008485628073960314,0.03541656138396644,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ZK185.1,2.0781492934099943,4.739281565379865,9.777441280275939,0.00848934271188658,0.03541656138396644,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
usp-14,1.9195149477623286,9.608976593460595,9.762150761881058,0.00852847692134822,0.03551175116038427,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y105C5A.15,2.9831991804393967,2.4046924491355948,9.728958636266999,0.00861415856256235,0.03574835362462729,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y82E9BR.18,1.5689611029244968,6.417833159759183,9.72390437928165,0.008627293927755407,0.03576355685988257,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
mans-4,1.5890886684038812,7.3458062368933454,9.718565547873908,0.008641194385531946,0.03577575024929491,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
mbd-2,2.1832970876447284,7.036471502444612,9.714046638393663,0.008652980581880588,0.03579028703712813,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
clec-87,2.4938380735745262,12.770603571295059,9.697864549103135,0.008695341553414025,0.03589587944276588,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C16C8.5,1.786285421928681,6.058091444727932,9.680288636966898,0.00874162707586686,0.03601254746032443,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
B0205.6,1.933806836296867,6.332827115071856,9.678999314225011,0.00874503382241682,0.03601254746032443,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F14D7.2,1.7196598554798004,8.658040685770965,9.67142255348751,0.008765085208752379,0.03606001343915834,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
toc-1,1.9177868195104266,7.784405964615898,9.652409660276248,0.008815639458171294,0.036199566051824145,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
nhr-2,2.2239286299320717,6.852938330994962,9.641835682316604,0.008843903065609617,0.03627405624017213,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
gbh-1,2.176397893620395,5.110166788395968,9.63576487399844,0.008860177998324637,0.03627405624017213,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
sna-2,1.6140590773457855,8.749007092548085,9.63318124118242,0.008867114988407828,0.03627405624017213,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
pqn-27,1.7831983025821356,7.43579073095576,9.627712442272221,0.008881819603905728,0.03628873604123936,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
cya-1,2.251261129866704,7.107001453617975,9.616315662902638,0.008912555509529595,0.03634608052574561,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
rfp-1,1.7554554379252685,8.625027823859297,9.612145362644037,0.008923833535386914,0.03636935652468237,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F09G2.8,1.5042167968955686,8.40814508996003,9.5975500093028,0.008963436779423562,0.03648026930032573,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
msh-2,1.8309532577325436,8.540012174268455,9.594325322518104,0.008972214477619497,0.03648026930032573,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
dao-3,2.2471382632763364,5.453468069451475,9.590166631824262,0.008983549455500643,0.03648026930032573,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
pole-4,2.1360544039080542,6.981431831835012,9.589791635750476,0.008984572374777728,0.03648026930032573,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
dlk-1,2.379887993727937,3.7079014075135954,9.569522244077026,0.009040067343152275,0.03661439392109473,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ess-2,1.5186378516608456,8.100026155182459,9.567493029303025,0.009045645182221748,0.03661439392109473,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F55G1.6,1.5234195073605055,6.443468480755822,9.555170794492623,0.009079602966368516,0.03663827426911003,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
T13H5.8,1.5928533074168063,8.223574002862104,9.551846231822553,0.009088790444905797,0.03665269475898082,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
B0303.3,2.268804390961897,8.727810581608347,9.534697112916708,0.009136355879647503,0.03677636716289676,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
sinh-1,1.594230540237144,5.919004875441197,9.530784859662495,0.009147247925234055,0.03679752415517754,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
tag-72,2.0084634465121907,7.318763211327397,9.507840408274209,0.009211434760279897,0.03693824291227055,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
usp-50,2.045738370616886,7.129022666496164,9.506153871209957,0.009216173641306283,0.03693824291227055,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
use-1,1.7706669254435112,6.884246436767988,9.49796045052548,0.00923923649553413,0.03698526982179175,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
imp-1,2.3392277896471634,10.140731871335591,9.486789537066853,0.009270789587935332,0.03708883898261629,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
dom-3,1.5938658024089436,6.637020631011783,9.4831107417875,0.009281208285870073,0.03710778254650686,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y92H12BR.2,1.8438711862740096,6.5948967732842965,9.472182319858277,0.009312239734071812,0.03720906562041301,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
B0361.2,1.5728253688117504,7.5830857379034065,9.464345625937096,0.009334567124193323,0.037275467127742025,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
T23B3.2,2.2782681232201933,4.173724267367658,9.44927557305779,0.009377679735750129,0.03735623611635912,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
sup-35,1.6878741009896017,6.714998086042805,9.413328919285478,0.009481463213935554,0.037671236108990355,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
aap-1,2.274816328149535,7.832823330401428,9.411904105727901,0.009485604558612366,0.037671236108990355,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y42H9B.3,1.5489136943978898,7.964450510571693,9.404858442079862,0.009506114619960348,0.037706817954873094,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
vha-20,1.6422431802858952,6.392401997753332,9.394817527017981,0.009535433913262555,0.03780015058876213,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
M02B1.3,2.8118123296890625,9.406900539351765,9.391329287619355,0.009545644336785767,0.03781766497261788,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
W09C3.4,1.54582298319811,6.516156478373146,9.385220916491587,0.009563555068001214,0.037865646476033916,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F53A2.3,2.344287797661574,4.4975371249137295,9.382515730934285,0.009571499707336706,0.037874134296485666,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
meg-1,2.5789843824911562,9.736196695146596,9.373157925628702,0.009599041681314835,0.0379371326497001,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
T25B9.9,2.0989661982620236,9.106673209871119,9.369281370369771,0.009610478429404901,0.037959354909609555,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y108G3AL.2,2.019484077525778,7.089357809300702,9.358908672540682,0.009641159048225047,0.03805145240097539,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ulp-2,1.88756651202466,7.877264189943461,9.340912678295771,0.009694661179858398,0.03811977667943531,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
uaf-2,1.7248255272287756,6.946887029395696,9.339859864803834,0.009697801970369435,0.03811977667943531,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
T10E9.14,1.9612724244957598,4.153917695988643,9.33272017689181,0.009719132876941157,0.03814983561269239,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F13H10.3,1.9739690163404138,8.250889187851266,9.327285888906365,0.009735405552168551,0.03814983561269239,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
emb-27,1.783090635619544,8.118395605196234,9.327234929497449,0.009735558298563441,0.03814983561269239,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
M106.3,2.0930778520262088,8.692756580968933,9.319275465624367,0.009759450665312332,0.03819837854235039,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
wapl-1,1.7909494306802431,9.011806866407657,9.30571765262448,0.00980030654126492,0.03825274002945043,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
psr-1,1.9196438230936328,7.850660610294075,9.305178609244333,0.009801935069577357,0.03825274002945043,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C02F5.13,1.561321220273116,7.092045444499515,9.283036527635181,0.009869104820001669,0.038377239648475815,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
cdk-1,2.379261819635709,9.52669425191122,9.268766379433826,0.009912680754925329,0.03852374562434969,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
henn-1,1.6200369515356834,6.810471080841718,9.255940904008938,0.009952037980114183,0.038607757559218955,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
magi-1,1.8258302212907824,7.894921891968212,9.235815265439209,0.010014167398954985,0.03875435545394916,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
T06D4.1,1.6010399200893568,8.27021927476779,9.23217900604275,0.010025441317463643,0.03875435545394916,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
W03G9.2,1.827680934230958,7.1041156838013695,9.213071724251742,0.010084927249550043,0.038938196340811485,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
daf-4,2.275094360257583,7.102009398994503,9.20424809104731,0.010112537299270264,0.03898028971283876,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
K02B12.7,1.590643667831572,6.754207963962609,9.20172927223993,0.010120435214339788,0.03898028971283876,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
lron-7,1.8525679417967256,6.24984231763686,9.172238192925695,0.010213447155870236,0.039225644988633394,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
spr-2,1.626240378074718,9.506675935798135,9.155525918167575,0.010266601402126478,0.03932588988185179,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
lido-8,1.5921325579672452,5.9273413094133085,9.134851634632016,0.010332807053868012,0.03944932878432659,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
cht-1,2.172013253752489,5.866744459440754,9.12295717987981,0.010371124008415602,0.039528936748946565,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
zim-2,1.5433333260808784,6.712633604741244,9.090027568322105,0.010478077264901563,0.039800988882529774,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F52B5.2,2.037248296030459,8.599254620836469,9.089721337660302,0.01047907794288079,0.039800988882529774,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
dop-4,2.100543668967034,4.353907735619288,9.060328732163136,0.010575649329744941,0.03993546239092234,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
swsn-3,1.8427307533166375,7.517932362625576,9.054645808332474,0.010594441303274076,0.03996020061760626,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
syf-1,1.6732831354333155,8.137723906006563,9.049840406987553,0.010610362134944085,0.03999714456065239,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
T20F7.1,1.5555287406077585,7.6712147832212105,9.01723577186988,0.010719130010876397,0.04029619894849745,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
madf-11,1.612598633277847,7.75797527663841,9.015889444898718,0.010723649383201205,0.04029619894849745,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
acdh-12,1.8996889875165655,8.959499911970834,9.002886186421708,0.010767414300411417,0.040384847752772075,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
dpff-1,1.952450657518013,7.397832040407673,9.000939569766027,0.010773984040395274,0.040384847752772075,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
B0495.8,1.5008395200360192,7.7958682711994385,8.996957875066862,0.010787436740823175,0.040384847752772075,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C14B9.2,2.116196943563591,6.151566963630533,8.98620916697753,0.010823851338932421,0.04042844702053191,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
lst-2,2.366287213097609,6.167312439769799,8.96338468962268,0.010901656196307643,0.040572643963023104,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
vps-53,1.655404922285274,6.732239025305777,8.961076608683191,0.010909560569353776,0.040572643963023104,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F58G11.3,1.7887855070210703,8.425707050398103,8.957473098051796,0.010921914799408875,0.040572643963023104,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
misc-1,1.789830443679292,7.2437617786156565,8.956316521477447,0.010925883474355495,0.040572643963023104,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ubc-6,1.6781846589629121,7.6068157866024855,8.955727555158527,0.010927905103219707,0.040572643963023104,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
idi-1,1.5872436582565461,7.192806863590057,8.95488049613103,0.010930813406487615,0.040572643963023104,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
esyt-2,1.658324035972994,5.637316277189434,8.9511073421661,0.01094377924936084,0.04059112091851311,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
gpa-16,2.466107672035949,7.23507846059222,8.9408123952355,0.010979248175486584,0.040683037081584515,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
M01G5.3,1.5122762571150703,6.307688954586426,8.938307213444174,0.010987899629503976,0.04069200038629124,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
daf-18,2.2044159145519475,11.051369609424189,8.92238771482684,0.011043063883442335,0.04082681998584089,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
rei-1,1.5781759157424013,7.716876076584237,8.918376710112083,0.011057014079512794,0.040837558414497134,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
his-72,1.5765897647571026,8.890143933931837,8.910965758158977,0.01108284371549155,0.04088164616191032,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
hat-1,1.9812927781425265,8.735968060421198,8.907801518499262,0.01109389373001065,0.040898945320858006,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
cpi-2,1.9764456821067127,7.992516480315683,8.90023271501848,0.011120377700903987,0.0409390767679647,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
dpy-23,1.688699886481916,6.390086605317117,8.89242188018769,0.011147786458415044,0.040958862007311095,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
W08E12.7,2.28276351269136,10.18323322544331,8.886781407792238,0.01116762861034745,0.04098563642324817,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
B0432.1,3.609337705159158,3.2016657867449094,8.87669343311963,0.011203219805024362,0.041093158487080936,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
